filename,Mild-obesity,Moderate-obesity,Normal-weight,Overweight,Severe-obesity,Under-weight
img_3476_bmp.rf.69007827e00feee76ae438fd6d524c93.jpg,0,0,0,0,1,0
img_3472_bmp.rf.a9661065b39718f3a4b97caeb28f1d9e.jpg,0,0,0,0,1,0
img_3485_bmp.rf.96d3d423ef82715a0a362a5d2d086649.jpg,0,0,0,0,1,0
img_347_bmp.rf.c5e4b6b99b40d32695133af12648d75a.jpg,0,0,0,0,0,0
img_3477_bmp.rf.cab64973bcdcdf21c85f91088b06e289.jpg,0,0,0,0,1,0
img_348_bmp.rf.db522bd7687f6c0d920c699900a16d8d.jpg,0,0,0,0,1,0
img_622_bmp.rf.ea4d982e86bd617b7880e12a22c2792b.jpg,0,1,0,0,0,0
img_3480_bmp.rf.f47c9b64bf31aa75db5fd76e2d173c21.jpg,1,0,0,0,0,0
img_3475_bmp.rf.fc4a25f781afe0aa1fe5e53035e3b792.jpg,0,0,0,0,1,0
img_3484_bmp.rf.fcce1e4f4e4e174b6a02116ff930653f.jpg,0,0,0,0,1,0
img_596_bmp.rf.06c84643125a5124136adb0f399ba90c.jpg,0,0,0,0,1,0
img_599_bmp.rf.39c1bc9bc967c5c5774e34465a78d352.jpg,1,0,0,0,0,0
img_608_bmp.rf.123f82d34ee4f175a5d0f157ab9df216.jpg,0,1,0,0,0,0
img_600_bmp.rf.4b0b9906e99676721fd06ed4ebbb7df0.jpg,0,0,0,0,1,0
img_3514_bmp.rf.577962a40cd0ab09b799a695664cb2d8.jpg,0,0,0,0,1,0
img_597_bmp.rf.5191ddc96e02b4ba7af2e8e6e0e2df23.jpg,0,1,0,0,0,0
img_595_bmp.rf.8384f89a650bf3cb6b9f063f7702bf23.jpg,0,0,0,1,0,0
img_601_bmp.rf.8a8f51321ab9120d2f5d4c028e69dc33.jpg,0,0,0,1,0,0
img_3468_bmp.rf.8d58be8e6d85ea0e9caee3b441565018.jpg,1,0,0,0,0,0
img_6_bmp.rf.cdb48211118fe0b4dc4ef736cd2e4112.jpg,0,0,0,1,0,0
img_60_bmp.rf.cf055b10a28b69cd06f24b269c9b8890.jpg,0,1,0,0,0,0
img_3467_bmp.rf.d79fc0dfb8795f10515c0836a34f10d4.jpg,0,0,1,0,0,0
img_3490_bmp.rf.265046ee6008bc708c5f165a3e2b4189.jpg,0,0,0,0,1,0
img_3491_bmp.rf.5015b6208dacb0b49f0280b777229307.jpg,0,0,0,0,1,0
img_3493_bmp.rf.40569b817e5c9b11c2a4a9b79b55b681.jpg,0,0,0,0,1,0
img_2025_bmp.rf.050683f361885db7e63092ae6e6bf2a1.jpg,0,1,0,0,0,0
img_2018_bmp.rf.667c70c25d1f9f9bb309f9afdeb60090.jpg,0,0,0,0,1,0
img_3497_bmp.rf.89e24230f1fc0c16530c9c38f2064260.jpg,1,0,0,0,0,0
img_3543_bmp.rf.a5bf8c3de125f528b9e512463134e585.jpg,1,0,0,0,0,0
img_3510_bmp.rf.9b98d303fce50e747c1963d04b707116.jpg,0,0,0,0,1,0
img_3492_bmp.rf.99e9815a12f85a39d70b895dac893670.jpg,0,0,0,0,1,0
img_3508_bmp.rf.c62057b99ac9aec02761ef5ffd22f8d1.jpg,0,1,0,0,0,0
img_202_bmp.rf.b5d5c9ecea214dfc3c5e193662b1207c.jpg,0,0,0,0,0,0
img_3496_bmp.rf.ca286cf182ae58485ea97a546922d8f7.jpg,0,0,0,0,1,0
img_350_bmp.rf.fff40cb85152001fa4ef725162f597ef.jpg,0,0,0,0,1,0
img_351_bmp.rf.cb82cca544dc9564960ce7c3eead38ed.jpg,0,0,0,0,0,0
img_3509_bmp.rf.aa6c9fe8d69e0392b413e9dffb85d754.jpg,0,0,1,0,0,0
img_3519_bmp.rf.0189917c900aba74e46afab927c02111.jpg,0,0,0,1,0,0
img_3522_bmp.rf.310514570fce08d15c0e640396534c91.jpg,0,0,0,0,1,0
img_3506_bmp.rf.076d1e30ec0177bf0dc4211893d7a76a.jpg,0,0,0,0,1,0
img_3489_bmp.rf.32aacec5fcb728c604999a29c67cc4d6.jpg,0,1,0,0,0,0
img_352_bmp.rf.62cab0cb9557e95bff99f30f25a19144.jpg,0,0,0,0,0,0
img_3486_bmp.rf.4ecd148c48b513afb2bbf86f5967a7f7.jpg,0,0,0,0,1,0
img_3524_bmp.rf.5dc865b0a554400ebc51365232b3e5b8.jpg,0,0,0,0,1,0
img_3523_bmp.rf.5678bc7e873a395e8060ee67c9ba8af1.jpg,0,0,0,1,0,0
img_3528_bmp.rf.828b3ab3a0b177d8c74d090deee72470.jpg,0,0,0,0,1,0
img_3518_bmp.rf.cde7bec009c864e86c5f91a927ac9a29.jpg,1,0,0,0,0,0
img_3488_bmp.rf.d1a8a277278ff6a56f6c7924e7d328ac.jpg,0,0,0,0,1,0
img_353_bmp.rf.b083519c2c2b8e21df55e6abed174fda.jpg,0,0,0,0,0,0
img_3529_bmp.rf.c23190bf0f2c406c31775b6f83f018ba.jpg,1,0,0,0,0,0
img_2046_bmp.rf.0a3e74ecc597d3c8265a7308baecb6ac.jpg,1,0,0,0,0,0
img_3520_bmp.rf.f1e64d16947d0b4da7bd449e300f8256.jpg,1,0,0,0,0,0
img_2037_bmp.rf.910de32606b8b797a9143c2cb1c5e515.jpg,0,1,0,0,0,0
img_205_bmp.rf.3f5cb6618e533ca729ec7a3dd9d7cee3.jpg,0,0,0,0,0,0
img_3541_bmp.rf.849963e3cbd0ea6ec33fe718cc3dfaac.jpg,0,0,1,0,0,0
img_2035_bmp.rf.87b334ca325091c05730b8297d2c9000.jpg,0,0,1,0,0,0
img_2079_bmp.rf.9e47329953583546a2773f2f754fdb58.jpg,0,0,0,1,0,0
img_3537_bmp.rf.bfc58f3f3c67502aaf61bf76e4ebb605.jpg,1,0,0,0,0,0
img_2019_bmp.rf.a3bfb943fc8924430081cc971a1e1c07.jpg,0,0,0,1,0,0
img_3461_bmp.rf.e214ef7859638728dd249d8030a6bc2d.jpg,0,0,1,0,0,0
img_2049_bmp.rf.f50b271509632285cfad0bc40f56c34a.jpg,0,0,1,0,0,0
img_3513_bmp.rf.230612ac8d857f01a774a148e19528b4.jpg,0,0,1,0,0,0
img_354_bmp.rf.ff40ead3dbe206d06d0cf5241af9aeda.jpg,0,0,0,0,0,0
img_3511_bmp.rf.283b6d0b2e898f62d63e636ed16aee39.jpg,0,1,0,0,0,0
img_2027_bmp.rf.764ae1eae17688c9d03679c3b6430eb8.jpg,0,0,1,0,0,0
img_2060_bmp.rf.7881cfbada06a0d010cc1c11fd161ed1.jpg,0,0,0,0,1,0
img_2029_bmp.rf.80d85f43d06662bac9843e33a035fa06.jpg,0,1,0,0,0,0
img_203_bmp.rf.80e1739df91b487656c19d0711eb135a.jpg,0,0,0,0,0,0
img_2028_bmp.rf.7fecb64a2b95f6fea0f80a09444bd9c3.jpg,0,0,0,0,1,0
img_2034_bmp.rf.455bee76a2a181e1f0920dff0c92c8d8.jpg,0,1,0,0,0,0
img_206_bmp.rf.92716759db19e2b7322ee31c7bfd1919.jpg,0,0,0,0,0,0
img_2030_bmp.rf.a42379ee16cfb4259bbac9524d2cba24.jpg,0,0,0,0,1,0
img_3516_bmp.rf.d18b0e5ebd8ef3df16f74de9544c73eb.jpg,0,0,0,0,1,0
img_2051_bmp.rf.03a7532500f0e0b764b28b87d0287768.jpg,1,0,0,0,0,0
img_2057_bmp.rf.ee5a9d41627d7d0a8fe69e6347d553d2.jpg,1,0,0,0,0,0
img_2054_bmp.rf.29004e73eb1536919534ced2c27e544a.jpg,0,1,0,0,0,0
img_2020_bmp.rf.291dc164ca04e4dca7bfa2abcc96197c.jpg,0,0,0,0,1,0
img_3546_bmp.rf.4028151804eab8e1d56fb19c7159e9de.jpg,0,0,0,0,1,0
img_2040_bmp.rf.3c118105bc8e5bda67a8303113cd1475.jpg,0,0,0,0,1,0
img_204_bmp.rf.4036fb0d81da7e881602894aea0b3949.jpg,0,0,0,0,0,0
img_2055_bmp.rf.2c1543744aaf0bce61f2794a393d11a2.jpg,0,0,0,1,0,0
img_2053_bmp.rf.6760d499f08314bd030616b4d99bb053.jpg,1,0,0,0,0,0
img_2048_bmp.rf.9423d929ff4190ff5a49cc29d7d9313b.jpg,0,0,0,1,0,0
img_3545_bmp.rf.adc7b04dc21bb455f9e30e722f2abc10.jpg,0,1,0,0,0,0
img_2022_bmp.rf.a04b2b1926791fde1b49a29ab0bb39de.jpg,0,1,0,0,0,0
img_646_bmp.rf.0998b38cb2271b40d001fd30b249398f.jpg,0,0,0,0,1,0
img_2052_bmp.rf.e1aa4a9e48412da1fc74d2270ecdc48f.jpg,0,0,0,0,1,0
img_2039_bmp.rf.d46facdfe590597c0d49ef4e17c92985.jpg,0,0,0,1,0,0
img_2021_bmp.rf.ebb1f3c38cd32529f0a337514253bdd9.jpg,0,1,0,0,0,0
img_211_bmp.rf.0ae691e81d6c64b5324509d55e1b4472.jpg,0,0,0,0,0,0
img_2110_bmp.rf.2738d911267a8345bfa8ce5de76c1e67.jpg,0,1,0,0,0,0
img_3526_bmp.rf.1c1e4c173ccbc416397239bd8e483b4a.jpg,0,0,0,0,1,0
img_3533_bmp.rf.1528f1c99cc61332615248f207f2ee9c.jpg,0,0,1,0,0,0
img_2108_bmp.rf.2ca9c6cfa1ce142c14556f53780b4291.jpg,0,1,0,0,0,0
img_645_bmp.rf.299b9c2ea11ec8a9840e99f686ebecfe.jpg,0,0,0,1,0,0
img_2111_bmp.rf.2de2d108ac30f49181f4c8b63d43e6b2.jpg,0,0,0,1,0,0
img_648_bmp.rf.5ba24fa6f85db70d70cf0e43344ad653.jpg,0,0,0,0,1,0
img_2077_bmp.rf.687ff5292017f197d15441be99af8e3c.jpg,0,0,0,1,0,0
img_2107_bmp.rf.a9697b83c78c9cfebc54e6879ca9296d.jpg,0,0,1,0,0,0
img_643_bmp.rf.732b236c307a9a9cd7b805458474b548.jpg,1,0,0,0,0,0
img_3532_bmp.rf.a251bc857a634f8588fb0ad238e21a76.jpg,0,0,0,1,0,0
img_2109_bmp.rf.dd01fcffea26a975bbb6d6db66b9f674.jpg,0,0,1,0,0,0
img_2078_bmp.rf.b1a2735e7719e4aba46c54c2f032b81b.jpg,0,1,0,0,0,0
img_2042_bmp.rf.05f933d274c73601103c152207064099.jpg,0,0,0,0,1,0
img_2083_bmp.rf.1e80d13e037feea57f855b9b742a098f.jpg,0,0,0,1,0,0
img_647_bmp.rf.bf0836d4cdfad24cb1f9047e8d4169d0.jpg,0,0,0,0,1,0
img_2084_bmp.rf.5e06b23f9cdaa1dab61cdbb113fb62a5.jpg,0,0,0,0,1,0
img_2086_bmp.rf.3e5b4a677bb7720a407bc10ae52fb254.jpg,1,0,0,0,0,0
img_2044_bmp.rf.a8b7cce64df47a76465ff0b8d17f016b.jpg,0,1,0,0,0,0
img_2082_bmp.rf.8270733391422c60f688d2b825f933c9.jpg,0,1,0,0,0,0
img_2091_bmp.rf.eceb21c70408898668d90051cb636b15.jpg,0,0,1,0,0,0
img_2094_bmp.rf.6e6802a9934dc18f8cbc043d70feb4d1.jpg,0,0,0,0,1,0
img_2071_bmp.rf.036a705216a390513af7ceb91b01960f.jpg,1,0,0,0,0,0
img_207_bmp.rf.0a4d1ca667aa21e8929c7c6f0de3ba69.jpg,0,0,0,0,0,0
img_2070_bmp.rf.0e59f47b8e012b57fadcce79899e497a.jpg,0,0,0,0,1,0
img_642_bmp.rf.9bfeff10154720208ff3e4d3102f6027.jpg,0,1,0,0,0,0
img_2067_bmp.rf.866bcab46670882a69bc92c656aa26d1.jpg,1,0,0,0,0,0
img_657_bmp.rf.6e2a6846da7a8cd36d1ba30969bfa51a.jpg,0,0,0,0,1,0
img_2074_bmp.rf.640af54855e8382585e63aa74c8c136b.jpg,0,0,0,0,1,0
img_2069_bmp.rf.a7470fbc53f49c1185d305ebfba42787.jpg,0,0,0,1,0,0
img_2076_bmp.rf.aedab1bb343cb59a341981794535c23a.jpg,1,0,0,0,0,0
img_654_bmp.rf.acc54a0fb5de77d20dbd84572b95c3ee.jpg,0,1,0,0,0,0
img_2062_bmp.rf.ae8375c8178b361d35f0d4ad2c870ce9.jpg,0,0,0,0,1,0
img_2061_bmp.rf.fbb3a0879e5a1bf43239859442b06436.jpg,0,1,0,0,0,0
img_655_bmp.rf.ef66becb5ec86d8fa14aeadc5dbaf560.jpg,0,0,0,1,0,0
img_2105_bmp.rf.11dfa0cee0c3dbe4a22b1c02f6c30f8c.jpg,0,0,1,0,0,0
img_2066_bmp.rf.be9a07757234b37cc05c65aef1f2a854.jpg,0,0,0,0,1,0
img_652_bmp.rf.132e047a36ce44a7cedf03c65a1ef460.jpg,0,0,0,0,1,0
img_684_bmp.rf.327584e7ae88c277e8d810c978c75bf9.jpg,0,0,0,0,1,0
img_640_bmp.rf.62ffd6db6f99a202e7b512013f25bb17.jpg,0,0,0,1,0,0
img_651_bmp.rf.345887ad22804c198e71cf2d47a1b931.jpg,1,0,0,0,0,0
img_637_bmp.rf.3e58817460f2d69353ed788211899473.jpg,1,0,0,0,0,0
img_2106_bmp.rf.6fc09a11068b4b3bfd916ff7876b16b5.jpg,0,1,0,0,0,0
img_680_bmp.rf.8b7d1ab09c2b8fc353f367b960a9b56b.jpg,0,0,0,0,1,0
img_636_bmp.rf.87b28c3f965a83c5dc8a524395643cbe.jpg,0,1,0,0,0,0
img_686_bmp.rf.91efded604db8263696e1884540fbcd1.jpg,0,1,0,0,0,0
img_681_bmp.rf.51e8e68556b213af860903376f112847.jpg,1,0,0,0,0,0
img_650_bmp.rf.f4d54fab6e0ad089d1ef8b86fce7ede9.jpg,0,0,0,0,1,0
img_682_bmp.rf.cb3d9d5b4d7708f3fdbdedd1e3ac7f25.jpg,0,1,0,0,0,0
img_663_bmp.rf.4aa1cd3aecc9f1e736e61a2a9d5dd065.jpg,0,0,0,1,0,0
img_666_bmp.rf.0d60d7a69e67941f2b4f07523d03394a.jpg,0,0,0,1,0,0
img_2098_bmp.rf.cc2d2d33cfe11421708f50186457aaa4.jpg,0,0,0,1,0,0
img_665_bmp.rf.6cce98b347c10c9336a4d67d5bf3329b.jpg,1,0,0,0,0,0
img_3547_bmp.rf.8bb8be794f99ce11b00f334889275273.jpg,0,0,0,1,0,0
img_696_bmp.rf.1dccb76e76f21c9a2b92f52cc1c60bb8.jpg,0,1,0,0,0,0
img_65_bmp.rf.76a72f1459be57439b1f63bc7b62108a.jpg,0,0,0,1,0,0
img_692_bmp.rf.a423d91f8e501dce41d9cecc6264ccba.jpg,0,0,0,0,1,0
img_661_bmp.rf.adc75363319548311cf3852ab5abb404.jpg,1,0,0,0,0,0
img_707_bmp.rf.ad552f1d2fd3f57c39b19acad9f2fcba.jpg,0,1,0,0,0,0
img_664_bmp.rf.b50d43eceb387cc5dda84ea44f19d306.jpg,0,1,0,0,0,0
img_662_bmp.rf.c951259943b5cc80ad7b03c31645bcc7.jpg,0,1,0,0,0,0
img_355_bmp.rf.f0f42c39d729e120e1950dba37eb94e1.jpg,0,0,0,0,0,0
img_693_bmp.rf.f6639c7067448556d00e170dada2262d.jpg,0,0,1,0,0,0
img_631_bmp.rf.2b825dbd84674d25d6c8eaf26eedee41.jpg,0,1,0,0,0,0
img_669_bmp.rf.73b45fb2b78d15a4ebd76704e500da71.jpg,0,0,1,0,0,0
img_635_bmp.rf.375ff7f4dd21fb17c402850ddf1606f8.jpg,1,0,0,0,0,0
img_2096_bmp.rf.09fe8a48c16c9006795c97c2feadecac.jpg,0,1,0,0,0,0
img_630_bmp.rf.44230c29f31a4998b30a10ddf03e7fb7.jpg,0,0,0,0,1,0
img_678_bmp.rf.8020ac881f60ff794a188a6aea788615.jpg,0,0,0,0,1,0
img_672_bmp.rf.832d7c4a9068b71a5e97ba25d83e63ce.jpg,0,0,0,0,1,0
img_67_bmp.rf.c6806b625948776c7075542110890525.jpg,0,0,0,0,0,0
img_634_bmp.rf.c92d2e4eec11845789480eb9ac9d4db5.jpg,0,0,0,0,1,0
img_632_bmp.rf.96e80ae97f456cace6884c9fe0d5ef27.jpg,1,0,0,0,0,0
img_2102_bmp.rf.e1a64ea0776b4415d63ae61ecf64f034.jpg,0,0,0,0,1,0
img_701_bmp.rf.258ac8bade37d301b4a7ffdaebdeecb7.jpg,0,1,0,0,0,0
img_719_bmp.rf.296467a39b8aa316c4279b60e187b309.jpg,0,0,1,0,0,0
img_656_bmp.rf.2bc9ae26e3969faa148b6d51dd913c99.jpg,0,0,0,0,1,0
img_633_bmp.rf.c8ca6370843be28be0f249a1176823dd.jpg,0,0,1,0,0,0
img_705_bmp.rf.3e3069a9469e52cf4a4a4bf868e1e461.jpg,0,1,0,0,0,0
img_659_bmp.rf.698442a47307375172a88ac42254bbbe.jpg,0,0,0,0,1,0
img_716_bmp.rf.3b5c39bdae3f6b965ebf25f0942db9e0.jpg,0,0,0,0,1,0
img_713_bmp.rf.45d84d02b797d640b375dc665f90e187.jpg,0,0,1,0,0,0
img_715_bmp.rf.39094b03cc7d7c43ac470b1390c157e4.jpg,1,0,0,0,0,0
img_71_bmp.rf.8f80f03a3936614ea4589ce2ad1f67d1.jpg,0,0,0,0,0,0
img_641_bmp.rf.763f939ce203fda2f7ab4522887af518.jpg,0,0,1,0,0,0
img_711_bmp.rf.bfcd70e64177fb3332f5dda39f0e1af8.jpg,0,0,0,1,0,0
img_712_bmp.rf.abd0f51a926013cb8b56072e2f7b5734.jpg,0,0,0,0,1,0
img_714_bmp.rf.c766d196be63a5806de85c4b329dbd76.jpg,0,0,0,0,1,0
img_3566_bmp.rf.0192f0d1753c8e206604629cf41faff9.jpg,0,0,0,0,1,0
img_3815_bmp.rf.001b70cb0c6e9407939f31d30e86a96d.jpg,0,0,0,1,0,0
img_380_bmp.rf.fd9bf4b97ef86ddd8e0c27b21ae0ea2c.jpg,0,0,0,0,1,0
img_3832_bmp.rf.0c7677fc4a2496e04d74b2dcf8d20b9e.jpg,1,0,0,0,0,0
img_3827-1-_bmp.rf.183c4004af769fff538516687e577ccc.jpg,0,1,0,0,0,0
img_383_bmp.rf.4436eb04710c50c93acbaf8bd688469b.jpg,0,0,0,0,0,0
img_3829_bmp.rf.29dce0a0f28fd6924fef8e580466c647.jpg,0,0,0,0,1,0
img_3808_bmp.rf.21c555949ae1f32ca1e5b10bce3487bd.jpg,0,1,0,0,0,0
img_3810_bmp.rf.54a53891b9666b4727a82e82588a9ebe.jpg,0,0,0,0,1,0
img_3830_bmp.rf.917716c033a2a71d1ba95e72d3f5db50.jpg,1,0,0,0,0,0
img_4034_bmp.rf.64495da5414b8d69a63ec1cc71d318d8.jpg,0,1,0,0,0,0
img_3831_bmp.rf.d2990a8a93aa6cb084f60088dc2ed93d.jpg,0,0,1,0,0,0
img_3833_bmp.rf.c7e9741adf0ba2c5204cb7f8147e6e3d.jpg,0,0,1,0,0,0
img_3824_bmp.rf.d7eb096ce08553f215b6779e699e1ec6.jpg,0,0,0,0,1,0
img_3828_bmp.rf.e19a84be8a68de62ceb1d415169bd6c5.jpg,1,0,0,0,0,0
img_3799_bmp.rf.03f8a70d55d223a1d79a2314e114bb56.jpg,0,0,0,1,0,0
img_2313_bmp.rf.12783347b2ee67ef5e9c78ba9ba3256d.jpg,1,0,0,0,0,0
img_2310_bmp.rf.196c1c4204103fb887825e80fbbd8edf.jpg,0,1,0,0,0,0
img_4033_bmp.rf.f837f358ea5f973016b7a9bcfdd6604d.jpg,0,0,0,0,1,0
img_2307_bmp.rf.1d8f69ffcf015712c450bce046b856e0.jpg,0,0,1,0,0,0
img_3961_bmp.rf.1a303b0dd1cfadc9a5157ca400f1c1f1.jpg,0,0,0,1,0,0
img_3821_bmp.rf.244bba0a98b9ece816a2e39f46c6635c.jpg,0,0,1,0,0,0
img_3791_bmp.rf.1cf9b138a4d86f444289ac8d0ee8517a.jpg,0,0,1,0,0,0
img_2317_bmp.rf.4e62d83465a0c672721f2e55025cd0d9.jpg,0,0,1,0,0,0
img_3796_bmp.rf.250ce5364c56c60e0494e033b38fe42e.jpg,0,1,0,0,0,0
img_3964_bmp.rf.2f52d21b92f46292c7655ceec32c4431.jpg,0,0,0,0,1,0
img_2308_bmp.rf.584dfb789e3c58b19cbd572ca35112fd.jpg,0,1,0,0,0,0
img_3811_bmp.rf.8c82449c50a0b9abf395afa8c4abcbed.jpg,0,0,1,0,0,0
img_2312_bmp.rf.6b46b2a833616d87cdfa8ed63679cc46.jpg,0,1,0,0,0,0
img_3770_bmp.rf.832b343b9806ddf2031dbdb15b59c19c.jpg,0,0,0,0,1,0
img_3772_bmp.rf.8a6337b449398f0bda8e8ab7dc621d2b.jpg,0,1,0,0,0,0
